9, 9, 100
10, 10, 100
11, 11, 100
12, 12, 100
13, 13, 100
14, 14, 100
15, 15, 100
16, 16, 100
17, 17, 100
18, 18, 100
19,	19,	100
20,	20,	100
21,	21,	100
22,	22,	100
23,	23,	100
24,	24,	100
25,	25,	100
26,	26,	100
27,	27,	100
28,	28,	100
29,	29,	100
30,	30,	100
31,	31,	100
32,	32,	100
33,	33,	100
34,	34,	100
35,	35,	100
36,	36,	100
37,	37,	100
38,	38,	100
39,	39,	100
40,	40,	100
41,	41,	100
42,	42,	100
43,	43,	100
44,	44,	100
45,	45,	100
46,	46,	100
47,	47,	100
48,	48,	100
49,	49,	100
50,	50,	100
51,	51,	100
52,	52,	100
53,	53,	100
54,	54,	100
9, 10, 100
10, 11, 100
11, 12, 100
12, 13, 100
13, 14, 100
14, 15, 100
15, 16, 100
16, 17, 100
17, 18, 100
18, 19, 100
19,	20,	100
20,	21,	100
21,	22,	100
22,	23,	100
23,	24,	100
24,	25,	100
25,	26,	100
26,	27,	100
27,	28,	100
28,	29,	100
29,	30,	100
30,	31,	100
31,	32,	100
32,	33,	100
33,	34,	100
34,	35,	100
35,	36,	100
36,	37,	100
37,	38,	100
38,	39,	100
39,	40,	100
40,	41,	100
41,	42,	100
42,	43,	100
43,	44,	100
44,	45,	100
45,	46,	100
46,	47,	100
47,	48, 100
48,	49,	100
49,	50,	100
50,	51,	100
51,	52,	100
52,	53,	100
53,	54,	100
0, 29, 100
1, 30, 100
2, 31, 100
3, 32, 100
4, 33, 100
5, 34, 100
6, 35, 100
7, 36, 100
8, 37, 100
9, 38, 100
10,	39,	100
11,	40,	100
12,	41,	100
13,	42,	100
14,	43,	100
15,	44,	100
16,	45,	100
17,	46,	100
18,	47,	100
19,	48,	100
20,	49,	100
0, 30, 100
1, 31, 100
2, 32, 100
3, 33, 100
4, 34, 100
5, 35, 100
6, 36, 100
7, 37, 100
8, 38, 100
9, 39,100
10,	40,	100
11,	41,	100
12,	42,	100
13,	43,	100
14,	44,	100
15,	45,	100
16,	46,	100
17,	47,	100
18,	48,	100
19,	49,	100
29,	0, 100
30,	1, 100
31,	2, 100
32,	3, 100
33,	4, 100
34,	5, 100
35,	6, 100
36,	7, 100
37,	8, 100
38,	9, 100
39,	10,	100
40,	11,	100
41,	12,	100
42,	13,	100
43,	14,	100
44,	15,	100
45,	16,	100
46,	17,	100
47,	18,	100
48,	19,	100
49,	20,	100
30,	0, 100
31,	1, 100
32,	2, 100
33,	3, 100
34,	4, 100
35,	5, 100
36,	6, 100
37,	7, 100
38,	8, 100
39,	9, 100
40,	10,	100
41,	11,	100
42,	12,	100
43,	13,	100
44,	14,	100
45,	15,	100
46,	16,	100
47,	17,	100
48,	18,	100
49,	19,	100
